person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24.0,180000.0,OWN,8.0,EDUCATION,B,21000.0,11.48,0.0,0.12,N,3.0
25.0,180000.0,OWN,9.0,MEDICAL,C,20000.0,14.26,0.0,0.11,Y,4.0
26.0,180000.0,OWN,0.0,HOMEIMPROVEMENT,A,10000.0,8.0,0.0,0.06,N,4.0
25.0,180000.0,MORTGAGE,3.0,VENTURE,B,9950.0,11.26,0.0,0.06,N,2.0
23.0,15000.0,OWN,7.0,MEDICAL,B,4475.0,10.27796346090208,1.0,0.3,N,4.0
23.0,78000.0,RENT,2.0,VENTURE,D,25000.0,16.32,1.0,0.32,Y,3.0
25.0,66300.0,RENT,3.0,MEDICAL,E,25000.0,17.93,1.0,0.32,Y,4.0
23.0,90000.0,RENT,0.0,DEBTCONSOLIDATION,B,25000.0,11.36,0.0,0.28,N,3.0
24.0,79000.0,RENT,9.0,DEBTCONSOLIDATION,D,25000.0,14.96,1.0,0.32,Y,4.0
24.0,91800.0,RENT,4.0,PERSONAL,C,25000.0,13.43,0.0,0.27,Y,3.0
25.0,92000.0,RENT,6.0,HOMEIMPROVEMENT,B,25000.0,12.69,0.0,0.27,N,3.0
24.0,92000.0,RENT,1.0,VENTURE,C,25000.0,12.73,0.0,0.27,Y,4.0
23.0,93600.0,RENT,3.0,VENTURE,D,25000.0,15.21,0.0,0.27,N,4.0
23.0,15000.0,MORTGAGE,1.0,MEDICAL,C,1750.0,12.68,0.0,0.12,Y,3.0
23.0,70550.0,RENT,3.0,MEDICAL,F,25000.0,19.04,1.0,0.3,Y,4.0
25.0,83800.0,RENT,2.0,DEBTCONSOLIDATION,D,25000.0,15.95,1.0,0.3,Y,3.0
26.0,175000.0,MORTGAGE,3.0,VENTURE,A,2600.0,8.9,0.0,0.01,N,4.0
25.0,175000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000.0,7.9,0.0,0.05,N,2.0
22.0,175000.0,MORTGAGE,6.0,EDUCATION,B,18000.0,10.38994645927575,0.0,0.1,N,2.0
23.0,175000.0,MORTGAGE,8.0,PERSONAL,B,21000.0,11.99,0.0,0.12,N,3.0
23.0,15000.0,OWN,4.0,DEBTCONSOLIDATION,C,4000.0,13.98,1.0,0.27,N,4.0
23.0,15000.0,OWN,4.0,VENTURE,B,4600.0,10.99,1.0,0.31,N,2.0
22.0,88000.0,RENT,6.0,DEBTCONSOLIDATION,D,25000.0,15.58,1.0,0.28,Y,2.0
25.0,74800.0,RENT,2.0,MEDICAL,B,25000.0,10.99,1.0,0.28,N,2.0
25.0,88000.0,RENT,0.0,VENTURE,D,25000.0,14.96,1.0,0.28,N,4.0
25.0,15000.0,OWN,2.0,HOMEIMPROVEMENT,D,1750.0,15.31,0.0,0.12,Y,4.0
26.0,88000.0,RENT,2.0,VENTURE,D,25000.0,15.65,1.0,0.28,N,3.0
25.0,100000.0,RENT,1.0,VENTURE,B,25000.0,9.33,0.0,0.25,N,4.0
23.0,15000.0,MORTGAGE,0.0,PERSONAL,C,3600.0,13.47,1.0,0.24,N,4.0
24.0,102400.0,RENT,8.0,PERSONAL,B,25000.0,10.36,0.0,0.24,N,3.0
24.0,92000.0,RENT,1.0,HOMEIMPROVEMENT,E,25000.0,16.77,1.0,0.27,Y,4.0
23.0,93000.0,RENT,0.0,DEBTCONSOLIDATION,D,25000.0,14.59,1.0,0.27,Y,2.0
22.0,175000.0,RENT,6.0,VENTURE,C,3500.0,11.91,0.0,0.02,Y,2.0
23.0,175000.0,MORTGAGE,3.0,EDUCATION,A,7200.0,8.38,0.0,0.04,N,3.0
25.0,174708.0,RENT,9.0,VENTURE,B,9000.0,10.59,0.0,0.05,N,3.0
25.0,174000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800.0,14.27,0.0,0.05,N,3.0
26.0,174000.0,RENT,8.0,DEBTCONSOLIDATION,B,12000.0,12.53,0.0,0.07,N,4.0
25.0,162000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000.0,16.0,1.0,0.15,Y,3.0
26.0,173467.0,MORTGAGE,10.0,VENTURE,B,10000.0,11.71,0.0,0.06,N,4.0
21.0,15000.0,OWN,0.0,HOMEIMPROVEMENT,C,3175.0,11.54,1.0,0.21,Y,3.0
25.0,96000.0,RENT,2.0,HOMEIMPROVEMENT,E,25000.0,15.68,1.0,0.26,Y,4.0
21.0,15120.0,MORTGAGE,0.0,EDUCATION,B,1500.0,10.59,0.0,0.1,N,2.0
24.0,97908.0,RENT,8.0,HOMEIMPROVEMENT,D,25000.0,12.61,1.0,0.26,Y,2.0
26.0,110000.0,RENT,3.0,PERSONAL,C,25000.0,13.269731413014537,0.0,0.23,Y,2.0
23.0,15204.0,MORTGAGE,7.0,PERSONAL,A,2800.0,8.49,1.0,0.18,N,3.0
25.0,159600.0,RENT,0.0,PERSONAL,D,30000.0,17.27,1.0,0.19,Y,4.0
24.0,171500.0,RENT,6.0,DEBTCONSOLIDATION,A,18000.0,8.9,0.0,0.1,N,4.0
25.0,170004.0,MORTGAGE,3.0,MEDICAL,B,10000.0,11.11,0.0,0.06,N,4.0
24.0,158004.0,RENT,0.0,HOMEIMPROVEMENT,D,25000.0,14.59,1.0,0.16,Y,2.0
26.0,170000.0,RENT,0.0,VENTURE,B,13000.0,12.42,0.0,0.08,N,3.0
24.0,83300.0,RENT,0.0,MEDICAL,D,25000.0,15.678170650355089,1.0,0.26,N,2.0
24.0,110000.0,RENT,7.0,HOMEIMPROVEMENT,D,25000.0,15.7,0.0,0.23,Y,2.0
22.0,15360.0,OWN,7.0,HOMEIMPROVEMENT,B,2500.0,12.53,1.0,0.16,N,3.0
25.0,134300.0,RENT,3.0,MEDICAL,D,5000.0,16.49,1.0,0.03,N,2.0
25.0,170000.0,MORTGAGE,2.0,EDUCATION,A,20000.0,7.49,0.0,0.12,N,2.0
22.0,100580.0,RENT,6.0,DEBTCONSOLIDATION,D,25000.0,14.96,1.0,0.25,Y,2.0
25.0,113000.0,RENT,7.0,MEDICAL,C,25000.0,12.73,0.0,0.22,Y,4.0
24.0,120000.0,RENT,8.0,EDUCATION,B,25000.0,10.65,0.0,0.21,N,4.0
25.0,120000.0,RENT,6.0,MEDICAL,B,25000.0,10.74,0.0,0.21,N,2.0
23.0,120000.0,RENT,7.0,EDUCATION,B,25000.0,9.99,0.0,0.21,N,2.0
24.0,91800.0,RENT,5.0,MEDICAL,D,25000.0,15.33,1.0,0.23,Y,2.0
21.0,15600.0,OWN,5.0,VENTURE,A,1000.0,7.29,0.0,0.06,N,4.0
26.0,108000.0,RENT,2.0,PERSONAL,D,25000.0,15.05,1.0,0.23,N,3.0
26.0,129996.0,RENT,6.0,PERSONAL,B,25000.0,10.75,0.0,0.19,N,3.0
23.0,130000.0,RENT,4.0,EDUCATION,D,25000.0,16.02,0.0,0.19,Y,2.0
23.0,130000.0,RENT,7.0,VENTURE,B,25000.0,11.49,0.0,0.19,N,4.0
25.0,170000.0,OWN,4.0,EDUCATION,B,20000.0,12.53,0.0,0.12,N,4.0
26.0,170000.0,MORTGAGE,0.0,VENTURE,C,12000.0,13.57,0.0,0.07,Y,2.0
22.0,169000.0,RENT,1.0,PERSONAL,B,14000.0,11.14,0.0,0.08,N,3.0
26.0,168750.0,RENT,10.0,MEDICAL,C,24250.0,12.87,0.0,0.14,Y,3.0
23.0,168600.0,RENT,3.0,EDUCATION,B,20000.0,11.58,0.0,0.12,N,3.0
24.0,168288.0,RENT,5.0,HOMEIMPROVEMENT,B,1800.0,11.12,0.0,0.01,N,3.0
25.0,168000.0,MORTGAGE,2.0,PERSONAL,B,35000.0,10.65,0.0,0.21,N,2.0
24.0,133300.0,RENT,6.0,DEBTCONSOLIDATION,B,25000.0,10.37,0.0,0.19,N,2.0
24.0,15600.0,OWN,5.0,HOMEIMPROVEMENT,A,3300.0,6.39,1.0,0.21,N,4.0
24.0,134000.0,RENT,8.0,PERSONAL,D,25000.0,16.07,0.0,0.19,Y,3.0
25.0,134000.0,RENT,7.0,MEDICAL,B,25000.0,10.62,0.0,0.19,N,2.0
25.0,15600.0,OWN,0.0,VENTURE,F,3200.0,18.09,1.0,0.21,N,2.0
25.0,135000.0,RENT,5.0,EDUCATION,B,25000.0,11.36,0.0,0.19,N,4.0
26.0,135660.0,RENT,10.0,DEBTCONSOLIDATION,B,25000.0,12.53,0.0,0.18,N,4.0
25.0,145000.0,RENT,0.0,EDUCATION,B,25000.0,9.99,0.0,0.17,N,4.0
23.0,150000.0,RENT,4.0,EDUCATION,B,25000.0,10.36,0.0,0.17,N,3.0
23.0,165000.0,MORTGAGE,3.0,EDUCATION,A,9600.0,5.99,0.0,0.06,N,3.0
22.0,153000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000.0,15.62,1.0,0.16,Y,2.0
24.0,165000.0,MORTGAGE,5.0,PERSONAL,B,20000.0,10.37,0.0,0.12,N,4.0
25.0,165000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000.0,19.74,0.0,0.15,N,4.0
21.0,165000.0,MORTGAGE,5.0,EDUCATION,A,20000.0,6.91,0.0,0.12,N,4.0
23.0,16000.0,OWN,7.0,MEDICAL,A,6000.0,7.9,1.0,0.38,N,2.0
23.0,16000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275.0,13.06,0.0,0.14,Y,4.0
23.0,16000.0,OWN,7.0,PERSONAL,A,2000.0,6.39,0.0,0.13,N,3.0
23.0,148000.0,RENT,1.0,DEBTCONSOLIDATION,E,25000.0,14.93,1.0,0.17,N,3.0
23.0,16000.0,MORTGAGE,1.0,MEDICAL,C,5600.0,12.84,1.0,0.35,N,4.0
24.0,16020.0,OWN,3.0,VENTURE,E,3625.0,17.14,1.0,0.23,Y,2.0
22.0,16094.0,MORTGAGE,2.0,VENTURE,A,5500.0,7.14,1.0,0.34,N,3.0
25.0,175000.0,RENT,2.0,PERSONAL,A,25000.0,8.9,0.0,0.14,N,2.0
22.0,16200.0,OWN,6.0,PERSONAL,B,2000.0,12.42,0.0,0.12,N,3.0
24.0,185000.0,RENT,7.0,HOMEIMPROVEMENT,C,25000.0,12.68,0.0,0.14,Y,2.0
25.0,162000.0,RENT,9.0,PERSONAL,C,25000.0,11.03,0.0,0.15,N,2.0
26.0,161000.0,RENT,10.0,VENTURE,A,30000.0,7.9,0.0,0.19,N,4.0
22.0,160000.0,MORTGAGE,0.0,MEDICAL,B,35000.0,10.65,0.0,0.22,N,4.0
25.0,225000.0,RENT,5.0,VENTURE,B,25000.0,11.86,0.0,0.11,N,4.0
25.0,16400.0,OWN,1.0,PERSONAL,A,5000.0,8.94,1.0,0.3,N,4.0
23.0,16500.0,OWN,6.0,VENTURE,B,4375.0,9.63,1.0,0.27,N,4.0
25.0,49500.0,RENT,6.0,PERSONAL,C,24750.0,14.22,1.0,0.5,N,3.0
23.0,60000.0,RENT,4.0,DEBTCONSOLIDATION,B,24750.0,9.33,1.0,0.41,N,3.0
24.0,84200.0,RENT,8.0,MEDICAL,C,24500.0,13.85,0.0,0.29,N,4.0
22.0,16800.0,MORTGAGE,5.0,EDUCATION,B,2000.0,10.65,0.0,0.12,N,2.0
24.0,92000.0,RENT,8.0,MEDICAL,B,24500.0,11.46,0.0,0.27,N,4.0
23.0,160000.0,MORTGAGE,5.0,PERSONAL,A,35000.0,7.66,0.0,0.22,N,2.0
24.0,160000.0,MORTGAGE,9.0,VENTURE,E,12000.0,16.77,0.0,0.07,N,4.0
25.0,160000.0,MORTGAGE,1.0,PERSONAL,B,12000.0,9.63,0.0,0.07,N,4.0
26.0,160000.0,RENT,6.0,PERSONAL,C,25000.0,12.23,0.0,0.16,Y,4.0
25.0,125800.0,MORTGAGE,0.0,MEDICAL,D,10000.0,14.09,1.0,0.07,N,4.0
25.0,54000.0,RENT,2.0,PERSONAL,C,24250.0,13.98,1.0,0.45,N,4.0
23.0,62500.0,RENT,1.0,EDUCATION,B,24250.0,10.62,1.0,0.39,N,4.0
24.0,16800.0,MORTGAGE,4.423972205911015,DEBTCONSOLIDATION,A,3900.0,7.51577171885588,1.0,0.23,N,3.0
25.0,68400.0,RENT,9.0,PERSONAL,E,24250.0,17.56,1.0,0.35,N,4.0
26.0,56045.0,RENT,1.0,MEDICAL,D,24250.0,14.96,1.0,0.37,N,2.0
22.0,74000.0,RENT,7.0,DEBTCONSOLIDATION,D,24250.0,15.65,1.0,0.33,Y,2.0
24.0,65453.0,RENT,9.0,MEDICAL,D,24250.0,15.7,1.0,0.31,N,2.0
24.0,89908.0,RENT,1.0,VENTURE,B,24250.0,12.53,0.0,0.27,N,3.0
26.0,78000.0,RENT,0.0,HOMEIMPROVEMENT,E,24250.0,17.56,1.0,0.31,Y,3.0
23.0,100000.0,RENT,0.0,PERSONAL,C,24250.0,12.87,0.0,0.24,Y,2.0
23.0,103000.0,RENT,6.0,PERSONAL,D,24250.0,15.7,0.0,0.24,N,2.0
25.0,160000.0,MORTGAGE,2.0,EDUCATION,A,9000.0,7.746270319033561,0.0,0.06,N,3.0
25.0,160000.0,OWN,5.0,VENTURE,B,15000.0,11.14,0.0,0.09,N,4.0
24.0,160000.0,MORTGAGE,3.0,VENTURE,D,20000.0,16.0,0.0,0.13,N,3.0
23.0,160000.0,MORTGAGE,2.0,EDUCATION,D,25000.0,15.65,0.0,0.16,Y,2.0
26.0,160000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750.0,12.98649692595006,0.0,0.09,N,4.0
21.0,160000.0,MORTGAGE,3.0,VENTURE,D,15250.0,15.31,0.0,0.1,Y,4.0
25.0,160000.0,MORTGAGE,3.0,VENTURE,C,20000.0,13.47,0.0,0.13,Y,2.0
22.0,16800.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750.0,13.85,1.0,0.28,Y,2.0
25.0,111996.0,RENT,9.0,PERSONAL,D,24250.0,15.844923519233248,0.0,0.22,N,3.0
21.0,16800.0,MORTGAGE,0.0,VENTURE,B,6000.0,10.39,1.0,0.36,N,4.0
25.0,115200.0,RENT,0.0,HOMEIMPROVEMENT,B,24250.0,11.36,0.0,0.21,N,2.0
23.0,144000.0,RENT,0.0,EDUCATION,B,24250.0,11.83,0.0,0.17,N,3.0
23.0,287000.0,RENT,3.0,EDUCATION,B,24250.0,12.53,0.0,0.08,N,3.0
22.0,108000.0,RENT,1.0,HOMEIMPROVEMENT,D,24150.0,14.96,1.0,0.22,Y,3.0
22.0,43000.0,RENT,7.0,DEBTCONSOLIDATION,C,24000.0,13.85,1.0,0.56,Y,3.0
23.0,47004.0,RENT,1.0,VENTURE,B,24000.0,11.58,1.0,0.51,N,4.0
24.0,48000.0,RENT,4.0,VENTURE,D,24000.0,16.29,1.0,0.5,Y,2.0
26.0,48000.0,RENT,4.0,MEDICAL,A,24000.0,7.882035557263038,1.0,0.5,N,3.0
21.0,44964.0,RENT,2.0,EDUCATION,D,24000.0,16.29,1.0,0.53,Y,2.0
25.0,52000.0,RENT,4.046898098773283,PERSONAL,B,24000.0,10.74,1.0,0.46,N,2.0
22.0,17352.0,MORTGAGE,4.359569088445303,EDUCATION,C,2250.0,15.27,0.0,0.13,Y,3.0
24.0,47000.0,RENT,3.0,PERSONAL,F,24000.0,17.8,1.0,0.51,N,2.0
22.0,17400.0,MORTGAGE,6.0,VENTURE,B,1000.0,11.36,0.0,0.06,N,2.0
22.0,49000.0,RENT,2.0,MEDICAL,E,24000.0,17.56,1.0,0.49,N,4.0
26.0,60000.0,RENT,0.0,PERSONAL,A,24000.0,7.9,1.0,0.4,N,4.0
25.0,60000.0,RENT,3.0,PERSONAL,B,24000.0,10.99,1.0,0.4,N,4.0
22.0,60000.0,RENT,0.0,PERSONAL,A,24000.0,7.29,1.0,0.4,N,3.0
21.0,60000.0,RENT,5.0,MEDICAL,B,24000.0,10.75,1.0,0.4,N,2.0
26.0,62004.0,RENT,9.0,DEBTCONSOLIDATION,A,24000.0,7.9,1.0,0.39,N,3.0
22.0,62400.0,RENT,3.0,EDUCATION,D,24000.0,14.84,1.0,0.38,N,2.0
26.0,65000.0,RENT,10.0,DEBTCONSOLIDATION,A,24000.0,7.832270195138946,1.0,0.37,N,2.0
22.0,17760.0,MORTGAGE,6.0,EDUCATION,C,4975.0,12.72900980758844,1.0,0.28,Y,3.0
23.0,59000.0,RENT,5.0,DEBTCONSOLIDATION,E,24000.0,19.69,1.0,0.41,Y,2.0
23.0,66000.0,RENT,6.0,VENTURE,A,24000.0,7.884023187645983,1.0,0.36,N,4.0
24.0,60000.0,RENT,0.0,VENTURE,D,24000.0,14.96,1.0,0.4,N,4.0
25.0,66143.0,RENT,9.0,EDUCATION,A,24000.0,6.99,1.0,0.36,N,3.0
22.0,62250.0,RENT,3.0,PERSONAL,E,24000.0,16.45,1.0,0.39,Y,4.0
24.0,70000.0,RENT,8.0,EDUCATION,B,24000.0,10.99,1.0,0.34,N,4.0
23.0,74000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000.0,10.99,1.0,0.32,N,2.0
22.0,18000.0,OWN,3.0,PERSONAL,A,3000.0,7.9,1.0,0.17,N,4.0
22.0,75000.0,RENT,6.0,EDUCATION,B,24000.0,12.69,1.0,0.32,N,4.0
24.0,75000.0,RENT,9.0,MEDICAL,B,24000.0,10.37,1.0,0.32,N,3.0
24.0,75000.0,RENT,7.0,HOMEIMPROVEMENT,C,24000.0,13.056382519901526,1.0,0.32,N,3.0
26.0,69000.0,RENT,0.0,DEBTCONSOLIDATION,F,24000.0,15.83,1.0,0.35,N,3.0
23.0,78000.0,RENT,4.0,PERSONAL,C,24000.0,13.92,1.0,0.31,N,3.0
22.0,18000.0,OWN,3.6749134630203937,VENTURE,B,2000.0,11.49,0.0,0.11,N,3.0
24.0,80000.0,RENT,2.0,MEDICAL,B,24000.0,10.25,0.0,0.3,N,2.0
22.0,18000.0,OWN,1.0,HOMEIMPROVEMENT,A,3500.0,7.49,1.0,0.19,N,4.0
23.0,18000.0,OWN,3.0,EDUCATION,A,4000.0,5.99,1.0,0.22,N,2.0
23.0,74700.0,RENT,6.0,PERSONAL,D,24000.0,12.92,1.0,0.32,N,2.0
26.0,88596.0,RENT,3.0,PERSONAL,B,24000.0,11.58,0.0,0.27,N,3.0
25.0,95000.0,RENT,4.0,EDUCATION,A,24000.0,8.9,0.0,0.25,N,2.0
22.0,83000.0,RENT,6.0,DEBTCONSOLIDATION,E,24000.0,19.69,1.0,0.29,N,3.0
25.0,95000.0,RENT,9.0,VENTURE,A,24000.0,6.54,0.0,0.25,N,4.0
21.0,18000.0,OWN,3.0,HOMEIMPROVEMENT,D,4900.0,14.54,1.0,0.27,Y,4.0
21.0,18000.0,OWN,3.0448999656240026,EDUCATION,B,5000.0,11.11,1.0,0.28,N,2.0
26.0,100000.0,RENT,5.0,PERSONAL,C,24000.0,12.73,0.0,0.24,N,4.0
24.0,110000.0,RENT,7.0,VENTURE,D,24000.0,15.62,0.0,0.22,N,4.0
24.0,18000.0,OWN,0.0,HOMEIMPROVEMENT,A,6250.0,6.54,1.0,0.35,N,4.0
22.0,98000.0,RENT,7.0,DEBTCONSOLIDATION,F,24000.0,20.845827657640477,1.0,0.24,Y,2.0
26.0,103872.0,RENT,6.0,DEBTCONSOLIDATION,G,24000.0,20.03,1.0,0.23,N,4.0
22.0,120000.0,RENT,4.0,EDUCATION,B,24000.0,9.91,0.0,0.2,N,4.0
24.0,120000.0,RENT,1.0,VENTURE,B,24000.0,12.69,0.0,0.2,N,4.0
26.0,108000.0,RENT,9.0,EDUCATION,G,24000.0,20.16,1.0,0.22,N,3.0
24.0,124080.0,RENT,4.0,PERSONAL,D,24000.0,16.49,0.0,0.19,Y,4.0
23.0,18000.0,MORTGAGE,1.0,MEDICAL,D,2500.0,15.95,1.0,0.14,N,2.0
24.0,130000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000.0,11.49,0.0,0.18,N,3.0
25.0,135000.0,RENT,8.0,PERSONAL,B,24000.0,10.99,0.0,0.18,N,2.0
24.0,135000.0,RENT,4.0,HOMEIMPROVEMENT,C,24000.0,13.79,0.0,0.18,N,2.0
23.0,114750.0,RENT,2.0,MEDICAL,G,24000.0,20.03,1.0,0.18,Y,3.0
23.0,150000.0,RENT,0.0,EDUCATION,A,24000.0,7.49,0.0,0.16,N,4.0
23.0,138000.0,RENT,7.0,DEBTCONSOLIDATION,D,24000.0,16.0,1.0,0.17,Y,2.0
24.0,18000.0,OWN,6.0,PERSONAL,A,13000.0,7.88,1.0,0.72,N,3.0
21.0,18000.0,OWN,0.0,VENTURE,B,6250.0,10.62,1.0,0.35,N,4.0
26.0,155000.0,RENT,7.0,DEBTCONSOLIDATION,B,24000.0,10.99,0.0,0.15,N,4.0
26.0,148000.0,RENT,1.0,EDUCATION,F,24000.0,18.3,1.0,0.16,N,2.0
26.0,170000.0,RENT,3.0,DEBTCONSOLIDATION,C,24000.0,13.252319672081754,0.0,0.14,Y,2.0
21.0,18000.0,OWN,1.0,PERSONAL,B,2500.0,11.36,0.0,0.14,N,3.0
24.0,43896.0,RENT,8.0,HOMEIMPROVEMENT,B,23975.0,10.466848782720444,1.0,0.55,N,2.0
23.0,120000.0,RENT,4.0,MEDICAL,C,23750.0,13.47,0.0,0.2,N,2.0
24.0,54996.0,RENT,2.0,PERSONAL,B,23600.0,11.89,1.0,0.43,N,3.0
24.0,18000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,10000.0,12.18,1.0,0.56,N,2.0
25.0,102000.0,RENT,9.0,DEBTCONSOLIDATION,C,23600.0,13.49,0.0,0.23,N,4.0
23.0,75000.0,RENT,3.0,PERSONAL,E,23575.0,14.5,1.0,0.31,N,4.0
22.0,18000.0,OWN,2.0,MEDICAL,C,4000.0,12.875723878670865,1.0,0.22,N,2.0
22.0,18000.0,OWN,1.0,MEDICAL,D,5400.0,15.31,1.0,0.3,Y,2.0
25.0,18000.0,MORTGAGE,1.0,MEDICAL,B,4000.0,10.124847064092211,1.0,0.22,N,3.0
21.0,18000.0,OWN,5.0,VENTURE,B,3375.0,10.263113099170633,1.0,0.19,N,2.0
22.0,66960.0,RENT,1.0,VENTURE,A,23400.0,7.49,1.0,0.35,N,2.0
22.0,43385.0,RENT,7.0,PERSONAL,C,23000.0,13.081045814218719,1.0,0.53,N,3.0
25.0,56544.0,RENT,3.0,EDUCATION,B,23000.0,10.465439954382614,1.0,0.41,N,2.0
23.0,60000.0,RENT,2.0,VENTURE,B,23000.0,12.18,1.0,0.38,N,4.0
24.0,18000.0,MORTGAGE,3.0,VENTURE,C,1200.0,11.34,0.0,0.07,Y,4.0
25.0,63208.0,RENT,9.0,EDUCATION,B,23000.0,9.91,1.0,0.36,N,3.0
24.0,65000.0,RENT,0.0,HOMEIMPROVEMENT,B,23000.0,11.99,1.0,0.35,N,4.0
23.0,68000.0,RENT,7.0,EDUCATION,B,23000.0,9.62,1.0,0.34,N,2.0
22.0,18000.0,OWN,1.0,DEBTCONSOLIDATION,B,3000.0,9.96,1.0,0.17,N,3.0
25.0,80000.0,RENT,9.0,VENTURE,C,23000.0,13.23825544953258,0.0,0.29,N,2.0
24.0,88000.0,RENT,1.0,VENTURE,D,23000.0,14.54,1.0,0.26,N,2.0
22.0,58600.0,RENT,5.0,MEDICAL,B,22750.0,11.36,1.0,0.39,N,4.0
23.0,70000.0,RENT,7.0,DEBTCONSOLIDATION,C,22500.0,14.27,1.0,0.32,N,2.0
24.0,18287.0,OWN,3.0,HOMEIMPROVEMENT,B,3000.0,11.99,1.0,0.16,N,3.0
26.0,69846.0,RENT,2.0,EDUCATION,F,22500.0,18.99,1.0,0.32,Y,2.0
24.0,73000.0,RENT,0.0,VENTURE,E,22400.0,16.7,1.0,0.31,Y,4.0
24.0,18500.0,MORTGAGE,8.0,PERSONAL,A,5000.0,9.32,1.0,0.27,N,3.0
23.0,35000.0,RENT,2.0,DEBTCONSOLIDATION,B,22250.0,12.69,1.0,0.64,N,3.0
25.0,43000.0,RENT,9.0,HOMEIMPROVEMENT,C,22000.0,13.11,1.0,0.51,N,2.0
25.0,52000.0,RENT,4.0,PERSONAL,B,22000.0,10.74,1.0,0.42,N,2.0
21.0,18701.0,MORTGAGE,0.0,PERSONAL,D,4200.0,14.11,1.0,0.22,Y,4.0
22.0,57000.0,RENT,6.0,EDUCATION,B,22000.0,9.63,1.0,0.39,N,3.0
25.0,58000.0,RENT,0.0,MEDICAL,C,22000.0,14.65,1.0,0.38,N,2.0
23.0,60000.0,RENT,6.0,DEBTCONSOLIDATION,B,22000.0,10.25,1.0,0.37,N,4.0
24.0,60000.0,RENT,3.0,VENTURE,C,22000.0,14.26,1.0,0.37,Y,2.0
25.0,18840.0,MORTGAGE,5.0,EDUCATION,B,3000.0,9.91,1.0,0.16,N,2.0
26.0,56000.0,RENT,7.0,MEDICAL,E,22000.0,17.19,1.0,0.39,N,3.0
22.0,70000.0,RENT,3.0,EDUCATION,B,22000.0,11.36,1.0,0.31,N,4.0
22.0,66000.0,RENT,1.0,EDUCATION,F,22000.0,20.867354239993826,1.0,0.33,N,2.0
23.0,74064.0,RENT,3.0,DEBTCONSOLIDATION,B,22000.0,10.59,0.0,0.3,N,3.0
24.0,76597.0,RENT,5.0,EDUCATION,B,22000.0,9.25,0.0,0.29,N,2.0
22.0,19000.0,OWN,6.0,MEDICAL,A,3625.0,8.49,1.0,0.19,N,3.0
26.0,77000.0,RENT,0.0,VENTURE,A,22000.0,6.54,0.0,0.29,N,3.0
21.0,19000.0,OWN,5.0,MEDICAL,A,6000.0,8.49,1.0,0.32,N,3.0
24.0,80000.0,RENT,0.0,MEDICAL,A,22000.0,8.09926879200175,0.0,0.28,N,4.0
26.0,82600.0,RENT,10.0,VENTURE,B,22000.0,12.69,0.0,0.27,N,2.0
24.0,19000.0,OWN,3.0,MEDICAL,C,7400.0,13.85,1.0,0.39,N,2.0
25.0,19000.0,OWN,3.0,DEBTCONSOLIDATION,A,4000.0,7.4,1.0,0.21,N,3.0
23.0,84000.0,RENT,3.0,DEBTCONSOLIDATION,B,22000.0,11.71,0.0,0.26,N,4.0
25.0,77650.0,RENT,8.0,PERSONAL,B,22000.0,11.48,1.0,0.28,N,3.0
25.0,82000.0,RENT,1.0,EDUCATION,E,22000.0,17.51,1.0,0.27,N,2.0
21.0,19012.0,MORTGAGE,0.0,DEBTCONSOLIDATION,D,3500.0,14.61,1.0,0.18,N,3.0
23.0,99996.0,RENT,3.0,DEBTCONSOLIDATION,A,22000.0,7.88,0.0,0.22,N,4.0
23.0,110000.0,RENT,0.0,PERSONAL,B,22000.0,10.685215459553948,0.0,0.2,N,3.0
22.0,19200.0,MORTGAGE,6.0,PERSONAL,B,4950.0,11.71,1.0,0.26,N,2.0
25.0,57000.0,RENT,4.0,PERSONAL,B,21700.0,11.99,1.0,0.38,N,2.0
24.0,54000.0,RENT,5.0,VENTURE,C,21600.0,13.49,1.0,0.4,N,2.0
23.0,56000.0,RENT,8.0,MEDICAL,G,21600.0,21.21,1.0,0.39,Y,4.0
26.0,63000.0,RENT,2.0,DEBTCONSOLIDATION,C,21600.0,14.35,1.0,0.34,Y,3.0
22.0,82000.0,RENT,3.0,PERSONAL,C,21600.0,13.61,0.0,0.26,Y,3.0
22.0,78000.0,RENT,6.0,DEBTCONSOLIDATION,B,21600.0,11.26,1.0,0.28,N,3.0
22.0,19200.0,OWN,0.0,VENTURE,B,2400.0,10.59,0.0,0.13,N,3.0
24.0,112140.0,RENT,8.0,MEDICAL,A,21600.0,7.9,0.0,0.19,N,2.0
24.0,19200.0,MORTGAGE,4.636847016748937,HOMEIMPROVEMENT,A,7000.0,5.99,1.0,0.36,N,4.0
